17	114.0	27671.0	637.0	0	4718.0	0	920.0	407.0
18	499.0	40616.0	346.0	0	1.0	0	981.0	582.0
19	1215.0	53874.0	263.0	0	67.0	0	1069.0	1045.0
20	4068.0	93403.0	112.0	0	53.0	0	1639.0	976.0
21	10778.0	153682.0	184.0	0	19.0	0	2892.0	2078.0
22	45341.0	311391.0	274.0	0	42.0	0	3524.0	4819.0
23	3579.0	594411.0	402.0	0	76.0	0	3899.0	16521.0
24	2695.0	971601.0	884.0	0	347.0	0	7167.0	6676.0
25	36.0	1270438.0	1696.0	0	314.0	0	7757.0	12954.0
26	0.0	671211.0	913.0	0	442.0	0	6854.0	9837.0
27	0.0	309752.0	532.0	0	1627.0	0	4481.0	2297.0
28	0.0	172934.0	1885.0	0	573.0	0	1762.0	1271.0
29	0.0	94867.0	3971.0	0	326.0	0	1655.0	1218.0
30	0.0	95123.0	4118.0	0	280.0	0	1094.0	875.0
31	0.0	49796.0	8325.0	0	148.0	0	1555.0	727.0
32	0.0	37779.0	15105.0	0	374.0	0	1075.0	615.0
33	0.0	28367.0	19694.0	0	1220.0	0	665.0	864.0
34	0.0	10829.0	8851.0	0	1876.0	0	743.0	1120.0
35	0.0	6512.0	15922.0	0	315.0	0	940.0	997.0
36	0.0	6475.0	9348.0	0	344.0	0	746.0	1675.0
37	0.0	2696.0	941.0	0	157.0	0	633.0	1221.0
38	0.0	2068.0	518.0	0	252.0	0	527.0	2268.0
39	0.0	1640.0	128.0	0	225.0	0	554.0	2545.0
40	0.0	905.0	63.0	0	215.0	0	271.0	8213.0
41	0.0	281.0	92.0	0	84.0	0	267.0	9804.0
42	0.0	146.0	15.0	0	64.0	0	138.0	16823.0
43	0.0	80.0	11.0	0	37.0	0	57.0	5319.0
44	0.0	16.0	3.0	0	37.0	0	41.0	869.0
45	0.0	16.0	1.0	0	9.0	0	23.0	140.0
46	0.0	22.0	1.0	0	6.0	0	29.0	31.0
47	0.0	12.0	1.0	0	8.0	0	72.0	14.0
48	0.0	15.0	0.0	0	5.0	0	69.0	9.0
49	0.0	3.0	0.0	0	1.0	0	41.0	23.0
50	0.0	1.0	3.0	0	0.0	0	15.0	14.0
51	0.0	0.0	20.0	0	1.0	0	24.0	0.0
52	0.0	0.0	298.0	0	6.0	0	15.0	2.0
53	0.0	2.0	1.0	0	3.0	0	2.0	4.0
54	0.0	0.0	4.0	0	1.0	0	1.0	0.0
55	0.0	0.0	0.0	0	1.0	0	0.0	0.0
56	0.0	0.0	0.0	0	1.0	0	0.0	0.0
57	0.0	0.0	0.0	0	0.0	0	1.0	0.0
58	0.0	0.0	0.0	0	3.0	0	1.0	0.0
59	0.0	0.0	0.0	0	2.0	0	0.0	0.0
60	0.0	0.0	0.0	0	3.0	0	0.0	0.0
