SINEC1_CF	-0.24823850982657478
CfERV1	3.996894932821741
Bsp	-0.1836277348524252
SINEC1D_CF	-0.5873319439459393
SINEC_a1	-0.34359998421502724
CfERV1z_LTR	-0.27325995881873866
Tigger2f	11.781148016112082
Tigger2	21.13079879779102
SINEC_a2	-0.4555350333358825
CfERVF2	2.239870418398036
SAT1_CF	-0.5246364860656572
SINEC_c2	-0.5637531648169466
SINEC1C1_CF	-0.4580743317859748
SINEC1C2_CF	-0.29408649919561364
SINEC_c1	-0.5825251955609193
CarERV2	-0.4654318234278301
SINEC_b2	-0.47113519459661035
SINEC_b1	-0.33060059217352467
CfERV1a_LTR	2.6477531861415913
SINEC_Cf2	-0.6337697428844912
CarSat1	-0.35612798651633576
SINEC2A1_CF	-0.6088639612881837
SINEC_Cf	-0.5822987123325545
SINEC_Cf3	-0.6351942982117094
SINEC1A_CF	-0.7200583273820308
SINEC2A2_CF	-0.5198500010865842
SINEC1B2_CF	-0.6958586900422845
SINEC1B1_CF	-0.6274416351441622
CfERV1b_LTR	-0.04762617062261243
CfERV1c_LTR	2.2986856496876213
CarERV2d1_LTR	-0.5721885144455177
CarERV2d2_LTR	-0.29251926866065786
SINEC_old	0.6823421912832726
CarLTR7	-0.4410759694660088
SINEC_Fc	-0.3763797721835699
