piRNA Div_Group
221 0.564364097226187 High
222 0.564364097226187 High
223 0.564364097226187 High
225 0 High
226 0 High
227 0 High
228 0 High
229 0 High
230 0 High
231 0 High
232 0 High
233 0 High
234 0 High
235 0 High
236 0 High
237 0 High
238 0 High
239 0 Medium-high
240 0 High
241 0 High
242 0 High
243 0 High
244 0 High
245 0 Medium-high
246 0 Medium-high
