piRNA Div_Group
221 1.00317392799134 Medium-high
222 1.00317392799134 Medium-high
223 1.00317392799134 High
224 1.00317392799134 Medium-low
225 1.00317392799134 Medium-high
226 0.951297747176869 High
227 0.951297747176869 High
228 0.951297747176869 Medium-high
229 0.951297747176869 Medium-high
230 0.951297747176869 High
231 0.951297747176869 Medium-low
232 0.951297747176869 High
233 0.951297747176869 Medium-high
234 0.951297747176869 Medium-high
235 0.892373606957573 Medium-high
236 0.892373606957573 Medium-high
237 0.892373606957573 High
238 0.892373606957573 High
239 0.892373606957573 High
240 0.892373606957573 Medium-high
241 0.892373606957573 Medium-high
242 0.892373606957573 High
243 0.892373606957573 Medium-high
244 0.892373606957573 High
245 0.892373606957573 High
246 0.824180772288789 Medium-high
247 0.824180772288789 Medium-high
248 0.824180772288789 Medium-high
249 0.824180772288789 Medium-high
250 0.824180772288789 High
251 0.824180772288789 High
252 0.824180772288789 High
253 0.824180772288789 Medium-high
254 0.824180772288789 Medium-low
255 0.824180772288789 Medium-high
256 0.824180772288789 Medium-high
257 0.743249035174155 High
258 0.743249035174155 Medium-high
259 0.743249035174155 Medium-high
260 0.743249035174155 Medium-high
261 0.743249035174155 High
262 0.743249035174155 High
263 0.743249035174155 Medium-high
264 0.743249035174155 High
265 0.743249035174155 Medium-high
266 0.643699984748294 High
267 0.643699984748294 High
268 0.643699984748294 Medium-high
269 0.643699984748294 Medium-high
270 0.643699984748294 Medium-high
271 0.514326900149001 High
272 0.514326900149001 Medium-high
273 0.514326900149001 Medium-high
274 0.514326900149001 High
275 0.514326900149001 Medium-high
276 0.514326900149001 Medium-high
277 0.514326900149001 High
278 0.514326900149001 Medium-high
279 0.514326900149001 High
280 0.514326900149001 High
281 0.514326900149001 High
282 0.514326900149001 High
283 0.514326900149001 High
284 0.514326900149001 Medium-high
285 0.514326900149001 Medium-high
286 0.514326900149001 Medium-high
287 0.514326900149001 Medium-high
288 0.514326900149001 Medium-high
289 0.32922875882149 Medium-high
290 0.32922875882149 High
291 0.32922875882149 High
292 0.32922875882149 Medium-low
293 0.32922875882149 Medium-high
294 0.32922875882149 Medium-high
295 0.32922875882149 Medium-high
296 0.32922875882149 Medium-high
297 0.32922875882149 Medium-high
298 0.32922875882149 Medium-high
299 0.32922875882149 High
300 0.32922875882149 Medium-high
301 0.32922875882149 Medium-high
302 0.32922875882149 Medium-high
303 0.32922875882149 High
304 0.32922875882149 High
305 0.32922875882149 High
306 0.32922875882149 Medium-high
307 0.32922875882149 Medium-high
308 0.32922875882149 Medium-low
309 0.32922875882149 Medium-low
310 0.32922875882149 Medium-high
311 0.32922875882149 Medium-high
312 0 Medium-low
313 0 Medium-high
314 0 Medium-high
315 0 High
316 0 Medium-high
317 0 Medium-high
318 0 Medium-high
319 0 Medium-high
320 0 Medium-high
321 0 Medium-high
322 0 Medium-low
