"","num","cum","species"
"1",0,0,"Mouse"
"2",1,55.7371175182532,"Mouse"
"3",2,65.9287139979606,"Mouse"
"4",3,74.540129551284,"Mouse"
"5",4,80.1643148982451,"Mouse"
"6",5,85.3794824507814,"Mouse"
"7",6,90.1541481808593,"Mouse"
"8",7,93.3475652122846,"Mouse"
"9",8,95.3369012180993,"Mouse"
"10",9,96.9520745671137,"Mouse"
"11",10,97.5164379727276,"Mouse"
"12",11,97.9173864595799,"Mouse"
"13",12,98.198576659566,"Mouse"
"14",13,98.4711484119557,"Mouse"
"15",14,98.6918111782028,"Mouse"
"16",15,98.8755900395152,"Mouse"
"17",16,99.0317898685191,"Mouse"
"18",17,99.140138246001,"Mouse"
"19",18,99.2475103745516,"Mouse"
"20",19,99.3352354933604,"Mouse"
"21",20,99.417423450262,"Mouse"
"22",21,99.4881404822212,"Mouse"
"23",22,99.5304395179466,"Mouse"
"24",23,99.570526739687,"Mouse"
"25",24,99.6094394119321,"Mouse"
"26",25,99.6425556061476,"Mouse"
"27",26,99.6742074269663,"Mouse"
"28",27,99.7056304394417,"Mouse"
"29",28,99.7314095127831,"Mouse"
"30",29,99.7556479432799,"Mouse"
"31",30,99.7766678030814,"Mouse"
"32",31,99.7948962010951,"Mouse"
"33",32,99.8130178218819,"Mouse"
"34",33,99.8308801265463,"Mouse"
"35",34,99.8470339955809,"Mouse"
"36",35,99.8619065378933,"Mouse"
"37",36,99.8727673072538,"Mouse"
"38",37,99.8813399931815,"Mouse"
"39",38,99.8897601402138,"Mouse"
"40",39,99.8967311677386,"Mouse"
"41",40,99.9033055941352,"Mouse"
"42",41,99.9098190049735,"Mouse"
"43",42,99.9156917524507,"Mouse"
"44",43,99.9215492460384,"Mouse"
"45",44,99.9270559001663,"Mouse"
"46",45,99.9325167926257,"Mouse"
"47",46,99.9372912600552,"Mouse"
"48",47,99.9419742041474,"Mouse"
"49",48,99.9465656249023,"Mouse"
"50",49,99.9510807762094,"Mouse"
"51",50,99.9554433886211,"Mouse"
"52",51,99.9597907471431,"Mouse"
"53",52,99.9631466028444,"Mouse"
"54",53,99.9664719507665,"Mouse"
"55",54,99.9696752675723,"Mouse"
"56",55,99.9728023149303,"Mouse"
"57",56,99.9756395383868,"Mouse"
"58",57,99.9780954146045,"Mouse"
"59",58,99.9803987519268,"Mouse"
"60",59,99.9824122653475,"Mouse"
"61",60,99.9843037476519,"Mouse"
"62",61,99.9860426910607,"Mouse"
"63",62,99.9876443494636,"Mouse"
"64",63,99.98912397675,"Mouse"
"65",64,99.9906036040365,"Mouse"
"66",65,99.9916561224155,"Mouse"
"67",66,99.992693386905,"Mouse"
"68",67,99.9936696358363,"Mouse"
"69",68,99.994493345872,"Mouse"
"70",69,99.9951950247914,"Mouse"
"71",70,99.9958356881525,"Mouse"
"72",71,99.9963543203973,"Mouse"
"73",72,99.9968576987525,"Mouse"
"74",73,99.997315315439,"Mouse"
"75",74,99.9977729321255,"Mouse"
"76",75,99.9982305488121,"Mouse"
"77",76,99.9986271499404,"Mouse"
"78",77,99.998947481621,"Mouse"
"79",78,99.9992220516329,"Mouse"
"80",79,99.9994966216448,"Mouse"
"81",80,99.9996033988717,"Mouse"
"82",81,99.999694922209,"Mouse"
"83",82,99.9997254299881,"Mouse"
"84",83,99.9997406838776,"Mouse"
"85",84,99.9997559377672,"Mouse"
"86",85,99.9997711916567,"Mouse"
"87",86,99.9997864455463,"Mouse"
"88",87,99.9998016994358,"Mouse"
"89",88,99.9998169533254,"Mouse"
"90",89,99.9998322072149,"Mouse"
"91",90,99.9998474611045,"Mouse"
"92",91,99.999862714994,"Mouse"
"93",92,99.9998779688836,"Mouse"
"94",93,99.9998932227731,"Mouse"
"95",94,99.9999084766627,"Mouse"
"96",95,99.9999237305522,"Mouse"
"97",96,99.9999389844418,"Mouse"
"98",97,99.9999542383313,"Mouse"
"99",98,99.9999694922209,"Mouse"
"100",99,99.9999847461104,"Mouse"
"101",100,100,"Mouse"
"102",0,0,"Rat"
"103",1,52.0151362094976,"Rat"
"104",2,70.8729489521914,"Rat"
"105",3,73.5267947373699,"Rat"
"106",4,75.8643649024556,"Rat"
"107",5,78.0379017463597,"Rat"
"108",6,80.1307669719861,"Rat"
"109",7,81.9735883162513,"Rat"
"110",8,83.6244035819559,"Rat"
"111",9,85.0873458109971,"Rat"
"112",10,86.2046482394839,"Rat"
"113",11,87.2562548847969,"Rat"
"114",12,88.232539160572,"Rat"
"115",13,88.9896588405818,"Rat"
"116",14,89.7459642804173,"Rat"
"117",15,90.4553633021129,"Rat"
"118",16,91.1052918705746,"Rat"
"119",17,91.7297419363683,"Rat"
"120",18,92.2192239631502,"Rat"
"121",19,92.7085823078803,"Rat"
"122",20,93.1745235174722,"Rat"
"123",21,93.588075071295,"Rat"
"124",22,93.9061028537881,"Rat"
"125",23,94.2226155311469,"Rat"
"126",24,94.5251933640044,"Rat"
"127",25,94.7883063155045,"Rat"
"128",26,95.03933965328,"Rat"
"129",27,95.2843228773557,"Rat"
"130",28,95.5247710928659,"Rat"
"131",29,95.7445128715396,"Rat"
"132",30,95.9639145245708,"Rat"
"133",31,96.1699688228468,"Rat"
"134",32,96.3698905527217,"Rat"
"135",33,96.5546303107398,"Rat"
"136",34,96.7313513490671,"Rat"
"137",35,96.9048978813986,"Rat"
"138",36,97.042401402472,"Rat"
"139",37,97.1726489098406,"Rat"
"140",38,97.3022264727621,"Rat"
"141",39,97.4215590390605,"Rat"
"142",40,97.5354186745675,"Rat"
"143",41,97.6411977493577,"Rat"
"144",42,97.7423387472059,"Rat"
"145",43,97.8380377347756,"Rat"
"146",44,97.9323246855873,"Rat"
"147",45,98.0198606577391,"Rat"
"148",46,98.1060258204835,"Rat"
"149",47,98.1780087746232,"Rat"
"150",48,98.2474665535388,"Rat"
"151",49,98.3096786255873,"Rat"
"152",50,98.3707569454944,"Rat"
"153",51,98.429681136333,"Rat"
"154",52,98.4871005288748,"Rat"
"155",53,98.5435304650022,"Rat"
"156",54,98.5991461609555,"Rat"
"157",55,98.6532879791249,"Rat"
"158",56,98.7046057237786,"Rat"
"159",57,98.7542743744085,"Rat"
"160",58,98.8030154096499,"Rat"
"161",59,98.8493240312062,"Rat"
"162",60,98.8942721501929,"Rat"
"163",61,98.9387255409724,"Rat"
"164",62,98.9818802702082,"Rat"
"165",63,99.0236951105496,"Rat"
"166",64,99.0652935073004,"Rat"
"167",65,99.1061910390911,"Rat"
"168",66,99.1433987230034,"Rat"
"169",67,99.176813490661,"Rat"
"170",68,99.2101251899421,"Rat"
"171",69,99.2431379909314,"Rat"
"172",70,99.2754396201229,"Rat"
"173",71,99.3071228390555,"Rat"
"174",72,99.3376723058468,"Rat"
"175",73,99.3679022606708,"Rat"
"176",74,99.3972458274571,"Rat"
"177",75,99.4264450985164,"Rat"
"178",76,99.4537479114482,"Rat"
"179",77,99.4809991901918,"Rat"
"180",78,99.5078588091047,"Rat"
"181",79,99.5340381767328,"Rat"
"182",80,99.5600938623091,"Rat"
"183",81,99.5858712632689,"Rat"
"184",82,99.6107416625156,"Rat"
"185",83,99.6353543908211,"Rat"
"186",84,99.65986405075,"Rat"
"187",85,99.6843324833284,"Rat"
"188",86,99.7084607902644,"Rat"
"189",87,99.7323623467721,"Rat"
"190",88,99.7560062323386,"Rat"
"191",89,99.7786812751661,"Rat"
"192",90,99.8007791350852,"Rat"
"193",91,99.8224853351737,"Rat"
"194",92,99.8440266258598,"Rat"
"195",93,99.8654957686824,"Rat"
"196",94,99.8866557063755,"Rat"
"197",95,99.907393063725,"Rat"
"198",96,99.9274192492767,"Rat"
"199",97,99.946579660466,"Rat"
"200",98,99.9651216613963,"Rat"
"201",99,99.9833132298465,"Rat"
"202",100,100,"Rat"
"203",0,0,"GoldenHamster"
"204",1,30.7595899959746,"GoldenHamster"
"205",2,55.3810185511584,"GoldenHamster"
"206",3,75.0932788723297,"GoldenHamster"
"207",4,92.8383295087821,"GoldenHamster"
"208",5,94.2410308776606,"GoldenHamster"
"209",6,94.6204051371039,"GoldenHamster"
"210",7,94.9394659577033,"GoldenHamster"
"211",8,95.2547605997685,"GoldenHamster"
"212",9,95.481622822678,"GoldenHamster"
"213",10,95.7041730440775,"GoldenHamster"
"214",11,95.9189543851191,"GoldenHamster"
"215",12,96.0955008266944,"GoldenHamster"
"216",13,96.2711830485578,"GoldenHamster"
"217",14,96.4321826323678,"GoldenHamster"
"218",15,96.5819928451705,"GoldenHamster"
"219",16,96.7061129899045,"GoldenHamster"
"220",17,96.8229645920087,"GoldenHamster"
"221",18,96.9274533037073,"GoldenHamster"
"222",19,97.0309504369995,"GoldenHamster"
"223",20,97.1236129842189,"GoldenHamster"
"224",21,97.2115905508946,"GoldenHamster"
"225",22,97.2989768093463,"GoldenHamster"
"226",23,97.3809321291872,"GoldenHamster"
"227",24,97.4611499125546,"GoldenHamster"
